"","game_id","team_1","team_2","win_1","win_2","total_active_stars","cum_final_score","total_views","CombinedRevenues","FBRatio","TwitterRatio","CombinedPPG"
"1535",21700305,"PHI","WAS",57.89,55,2,231,23808,406,0.0196979645436638,0.0383333333333333,216.4
"1536",21700306,"MIA","NYK",50,50,2,201,9692,679,0.143138542350624,0.11,207.9
"1537",21700307,"TOR","CHA",63.16,42.11,2,239,6113,452,0.025607353906763,0.04,219.9
"1538",21700308,"HOU","IND",80,57.14,2,215,12330,501,0.046618516086671,0.06,218
"1539",21700309,"NOP","MIN",55,57.14,4,222,9308,408,0.0223243598161523,0.0266666666666667,221.2
"1540",21700310,"DAL","BKN",23.81,35,0,213,7684,506,0.0479317137229153,0.0366666666666667,208.9
"1541",21700311,"SAS","MEM",65,36.84,1,199,10860,465,0.0590938936309915,0.07,202
"1542",21700312,"GSW","LAL",71.43,40,4,250,44210,730,0.213394615889691,0.215,221.6
"1544",21700314,"BOS","PHI",81.82,60,2,205,35019,441,0.0689428759028234,0.0783333333333333,213.8
"1546",21700316,"MIL","POR",52.63,61.9,2,194,13037,402,0.0249507550886408,0.0333333333333333,212.1
"1547",21700317,"LAC","UTA",42.11,47.62,0,233,9993,478,0.0334865397242285,0.0333333333333333,213.1
"1548",21700318,"GSW","ORL",72.73,40.91,4,245,33898,570,0.0899540380827314,0.118333333333333,216.9
"1549",21700319,"IND","TOR",54.55,65,3,235,12217,455,0.036112934996717,0.0433333333333333,217.3
"1552",21700322,"CHI","SAC",15,28.57,0,213,6644,521,0.13263296126067,0.0816666666666667,201.8
"1553",21700323,"SAS","MEM",66.67,35,1,174,9731,465,0.0590938936309915,0.07,202
"1554",21700324,"MIN","OKC",59.09,40,4,218,29209,426,0.0590938936309915,0.055,217.4
"1555",21700325,"NOP","UTA",52.38,50,2,222,15092,425,0.0183847669074196,0.025,215.8
"1556",21700326,"BOS","PHX",82.61,34.78,2,227,18962,475,0.0715692711753119,0.0683333333333333,207.9
"1561",21700331,"MIL","SAC",55,31.82,1,213,12782,419,0.0210111621799081,0.03,205.4
"1562",21700332,"DEN","LAL",57.14,38.1,0,215,22263,573,0.153644123440578,0.135,218.1
"1563",21700333,"NOP","POR",50,59.09,3,239,10373,427,0.0262639527248851,0.0316666666666667,217.3
"1565",21700335,"GSW","MIA",73.91,50,5,218,27090,612,0.175311884438608,0.17,216.9
"1566",21700336,"LAC","MIN",38.1,56.52,2,218,12297,461,0.0374261326329613,0.035,218.5
"1567",21700337,"SAS","OKC",68.18,42.86,3,177,30260,481,0.0945502298095863,0.0966666666666667,210.6
"1568",21700338,"HOU","LAL",80.95,36.36,1,213,23808,667,0.166119500984898,0.163333333333333,220.5
"1569",21700339,"ORL","CHA",41.67,38.1,1,198,9005,413,0.0288903479973736,0.04,211.6
"1570",21700340,"NYK","IND",50,52.17,1,212,7429,631,0.06172028890348,0.0516666666666667,210.1
"1571",21700341,"PHI","PHX",59.09,33.33,1,216,17670,402,0.0223243598161523,0.04,213.7
"1572",21700342,"ATL","BKN",22.73,36.36,0,200,3085,482,0.0288903479973736,0.0316666666666667,210
"1574",21700344,"CLE","CHI",69.57,14.29,2,204,18323,561,0.177938279711096,0.118333333333333,213.8
"1576",21700346,"NOP","GSW",52.17,75,6,240,31318,563,0.082731451083388,0.106666666666667,225.2
"1577",21700347,"DAL","DEN",26.09,59.09,0,227,3664,435,0.0420223243598161,0.0366666666666667,212.3
"1578",21700348,"SAS","DET",65.22,63.64,2,189,13584,480,0.0597504924491136,0.0683333333333333,206.5
"1579",21700349,"UTA","WAS",52.17,54.55,1,185,6413,443,0.0177281680892974,0.025,210.7
"1580",21700350,"PHX","TOR",36,66.67,2,239,14754,468,0.0269205515430072,0.04,215.6
"1581",21700351,"OKC","UTA",45.45,54.17,2,194,28928,443,0.0551543007222587,0.0533333333333333,212
"1582",21700352,"POR","WAS",56.52,52.17,2,198,11609,445,0.025607353906763,0.0316666666666667,212.2
"1583",21700353,"CLE","SAC",70.83,30.43,2,196,32134,520,0.0689428759028234,0.0666666666666667,209.8
"1585",21700355,"ATL","ORL",21.74,40,0,216,9726,420,0.0282337491792515,0.0433333333333333,206.8
"1586",21700356,"BOS","DAL",84,29.17,2,187,20782,490,0.0886408404464872,0.0766666666666667,206.3
"1587",21700357,"NYK","MEM",47.83,34.78,1,187,7992,632,0.0518713066316481,0.0483333333333333,203.8
"1588",21700358,"GSW","CHA",76,40.91,3,188,18577,561,0.0833880499015102,0.108333333333333,221.7
"1589",21700359,"MIL","DET",54.55,60.87,2,204,13444,400,0.0216677609980302,0.0283333333333333,210.3
"1590",21700360,"NOP","DEN",50,56.52,2,237,5115,406,0.0229809586342745,0.0266666666666667,221.7
"1591",21700361,"MIA","SAS",47.83,66.67,2,222,10894,512,0.150361129349967,0.131666666666667,206.1
"1592",21700362,"LAC","MIN",36.36,56,2,220,11886,461,0.0374261326329613,0.035,218.5
"1593",21700363,"LAL","PHI",34.78,56.52,1,211,40089,555,0.151017728168089,0.146666666666667,217.9
"1594",21700364,"PHX","WAS",34.62,54.17,1,208,9230,440,0.0223243598161523,0.0283333333333333,210.5
"1595",21700365,"BKN","OKC",39.13,47.83,1,195,20225,495,0.0656598818122127,0.055,214.5
"1596",21700366,"HOU","UTA",81.82,52,1,213,14980,517,0.0328299409061064,0.0533333333333333,216.5
"1597",21700367,"CHI","CHA",13.04,39.13,1,230,14264,483,0.131976362442548,0.0816666666666667,211.1
"1598",21700368,"GSW","DET",76.92,58.33,4,200,32129,580,0.0847012475377544,0.106666666666667,217.3
"1599",21700369,"CLE","IND",72,56,3,208,37701,485,0.0787918581746553,0.07,216.5
"1605",21700375,"LAC","WAS",34.78,56,1,225,17561,479,0.0354563361785949,0.035,215.6
"1606",21700376,"MIA","BKN",45.83,41.67,1,190,14493,526,0.121470781352594,0.09,210
"1607",21700377,"LAL","CHA",37.5,37.5,1,209,24197,573,0.152330925804334,0.136666666666667,216.3
"1608",21700378,"ATL","ORL",20.83,40.74,0,227,7313,420,0.0282337491792515,0.0433333333333333,206.8
"1609",21700379,"CLE","PHI",69.23,54.17,2,203,46007,464,0.066973079448457,0.0766666666666667,220.7
"1610",21700380,"CHI","NYK",16.67,50,1,206,10876,707,0.160866710439921,0.1,207.4
"1611",21700381,"MIL","UTA",58.33,50,1,217,9309,400,0.0170715692711753,0.0266666666666667,210.6
"1612",21700382,"OKC","MEM",45.83,32,1,203,22774,428,0.0590938936309915,0.0566666666666667,207.2
"1613",21700383,"PHX","SAS",33.33,69.23,1,205,11654,477,0.0597504924491136,0.07,206.6
"1616",21700386,"BOS","DET",81.48,56,3,172,27462,478,0.0715692711753119,0.0666666666666667,207.8
"1617",21700387,"DEN","IND",56,57.69,1,242,14745,407,0.0341431385423506,0.0316666666666667,215.6
"1619",21700389,"NOP","PHI",50,52,3,255,22547,388,0.0203545633617859,0.0383333333333333,221.5
"1620",21700390,"ATL","NYK",24,48,1,218,13145,635,0.0505581089954038,0.0516666666666667,207.9
"1621",21700391,"BOS","CHI",82.14,20,1,193,19858,538,0.179908076165463,0.12,206.9
"1622",21700392,"NOP","HOU",51.85,83.33,3,253,25560,500,0.0354563361785949,0.055,224.1
"1623",21700393,"MIA","MEM",48,30.77,1,189,5456,459,0.114904793171372,0.0916666666666667,202.7
"1625",21700395,"GSW","POR",77.78,52,3,215,25391,582,0.0879842416283651,0.111666666666667,219.1
"1626",21700396,"LAC","TOR",37.5,70.83,2,187,12867,507,0.0400525279054498,0.0466666666666667,220.7
"1628",21700398,"DEN","DET",53.85,53.85,1,187,5654,423,0.0249507550886408,0.0266666666666667,213.8
"1629",21700399,"LAL","NYK",40,50,1,222,30999,797,0.181221273801707,0.155,212.6
"1630",21700400,"BKN","WAS",40,53.85,2,201,12977,495,0.0282337491792515,0.0266666666666667,213.2
"1631",21700401,"MIN","PHI",59.26,50,3,230,23999,388,0.0216677609980302,0.0383333333333333,219.3
"1632",21700402,"DAL","SAS",25.93,70.37,1,184,21804,492,0.0768220617202889,0.0783333333333333,205
"1633",21700403,"PHX","SAC",32.14,30.77,0,191,4387,458,0.0242941562705187,0.03,202.8
"1634",21700404,"IND","OKC",59.26,46.15,3,195,31410,427,0.0689428759028234,0.06,213.5
"1635",21700405,"LAC","ORL",40,39.29,0,201,6085,468,0.0433355219960604,0.0466666666666667,212.4
"1636",21700406,"MEM","WAS",29.63,51.85,2,180,4116,428,0.0216677609980302,0.0283333333333333,205.9
"1637",21700407,"BOS","DEN",79.31,55.56,1,242,18222,459,0.0715692711753119,0.0666666666666667,214
"1638",21700408,"MIA","POR",50,50,2,197,7213,476,0.118844386080105,0.095,209
"1639",21700409,"CHI","UTA",23.08,48.15,0,203,9192,502,0.128693368351937,0.0783333333333333,207
"1640",21700410,"NOP","MIL",50,60,3,223,14096,383,0.0196979645436638,0.0283333333333333,218.2
"1641",21700411,"PHX","TOR",31.03,68,2,224,7121,468,0.0269205515430072,0.04,215.6
"1642",21700412,"HOU","CHA",84,38.46,2,204,15130,498,0.036112934996717,0.0566666666666667,220.6
"1643",21700413,"ATL","DET",22.22,51.85,1,196,7876,430,0.0229809586342745,0.0316666666666667,207.2
"1644",21700414,"BKN","NYK",42.31,51.85,1,215,16083,699,0.0584372948128693,0.0466666666666667,211.1
"1646",21700416,"MIN","SAC",57.14,33.33,2,215,6413,444,0.0236375574523966,0.0283333333333333,208.4
"1647",21700417,"DAL","GSW",28.57,78.57,2,209,24217,592,0.10177281680893,0.116666666666667,215.8
"1649",21700419,"IND","DET",57.14,53.57,2,202,8380,426,0.0341431385423506,0.0316666666666667,209.4
"1650",21700420,"ORL","POR",37.93,51.85,1,183,4517,434,0.0334865397242285,0.0433333333333333,209
"1652",21700422,"LAC","WAS",42.31,53.57,2,191,5529,479,0.0354563361785949,0.035,215.6
"1653",21700423,"BOS","UTA",80,46.43,2,202,18910,478,0.066973079448457,0.065,208.1
"1654",21700424,"BKN","TOR",40.74,69.23,2,207,4998,523,0.0328299409061064,0.0383333333333333,218.3
"1655",21700425,"ATL","MEM",21.43,28.57,0,190,3623,415,0.0223243598161523,0.0333333333333333,202.7
"1656",21700426,"CHI","MIL",25.93,57.69,1,224,9870,460,0.130006565988181,0.0816666666666667,209.4
"1657",21700427,"NOP","DEN",51.72,53.57,2,228,10343,406,0.0229809586342745,0.0266666666666667,221.7
"1658",21700428,"HOU","SAS",84.62,67.86,2,233,25007,555,0.072225869993434,0.0966666666666667,215.1
"1659",21700429,"POR","CHA",53.57,35.71,2,184,13957,425,0.0269205515430072,0.0333333333333333,213.8
"1661",21700431,"NYK","OKC",53.57,50,2,207,31726,648,0.0873276428102429,0.075,212.4
"1662",21700432,"LAC","MIA",40.74,50,1,175,7683,510,0.128693368351937,0.0983333333333333,212.4
"1664",21700434,"MIN","PHX",58.62,30,2,214,9036,422,0.0242941562705187,0.0283333333333333,213.4
"1665",21700435,"DAL","SAS",27.59,65.52,1,194,13692,492,0.0768220617202889,0.0783333333333333,205
"1667",21700437,"SAC","TOR",32.14,70.37,2,201,13286,490,0.0262639527248851,0.04,210.6
"1668",21700438,"ORL","DET",36.67,55.17,1,224,9989,432,0.0302035456336179,0.0383333333333333,207.2
"1669",21700439,"BKN","IND",39.29,55.17,1,206,8046,478,0.0400525279054498,0.0316666666666667,212.2
"1670",21700440,"CLE","WAS",73.33,55.17,4,205,30860,502,0.066973079448457,0.065,217.5
"1672",21700442,"BOS","IND",78.12,56.67,3,223,29396,462,0.0807616546290217,0.0716666666666667,209.6
"1673",21700443,"ATL","MIA",20.69,51.72,1,214,7185,462,0.113591595535128,0.095,206.8
"1674",21700444,"CHI","PHI",28.57,50,0,232,18218,465,0.130663164806303,0.0916666666666667,212.7
"1675",21700445,"HOU","UTA",85.71,46.67,1,219,13732,517,0.0328299409061064,0.0533333333333333,216.5
"1676",21700446,"MIN","POR",56.67,55.17,3,215,9448,427,0.0275771503611294,0.0316666666666667,215.1
"1677",21700447,"DEN","OKC",55.17,48.28,2,189,15495,424,0.0597504924491136,0.055,217.9
"1678",21700448,"DAL","PHX",26.67,32.26,0,188,4798,451,0.0420223243598161,0.0383333333333333,206.2
"1679",21700449,"LAC","SAS",39.29,66.67,1,200,10581,516,0.0728824688115561,0.0766666666666667,211.7
"1680",21700450,"GSW","LAL",79.31,37.04,2,230,49988,730,0.213394615889691,0.215,221.6
"1681",21700451,"PHI","SAC",48.28,31.03,0,196,19300,424,0.0216677609980302,0.04,208.7
"1682",21700452,"NOP","WAS",50,53.33,4,222,10809,426,0.0203545633617859,0.0266666666666667,218.3
"1683",21700453,"CLE","MIL",74.19,53.57,3,235,36053,459,0.0663164806303349,0.0666666666666667,217.4
"1684",21700454,"TOR","CHA",71.43,36.67,3,240,10397,452,0.025607353906763,0.04,219.9
"1685",21700455,"ATL","IND",23.33,54.84,1,200,5758,414,0.0321733420879842,0.0366666666666667,209
"1686",21700456,"BOS","MIA",78.79,50,3,179,24533,510,0.162179908076165,0.13,207.4
"1688",21700458,"CHI","ORL",31.03,35.48,0,206,5278,492,0.138542350623769,0.0916666666666667,206.3
"1690",21700460,"OKC","UTA",50,45.16,2,186,10828,443,0.0551543007222587,0.0533333333333333,212
"1691",21700461,"DAL","DET",25.81,56.67,1,203,3553,454,0.0420223243598161,0.0366666666666667,206.1
"1692",21700462,"DEN","MIN",53.33,58.06,2,216,8330,406,0.0242941562705187,0.0266666666666667,219.5
"1693",21700463,"POR","SAS",53.33,67.74,2,184,14035,482,0.0630334865397242,0.0733333333333333,208.3
"1694",21700464,"GSW","MEM",80,30,2,181,19744,565,0.0840446487196323,0.108333333333333,212.8
"1695",21700465,"LAC","PHX",37.93,34.38,0,203,4022,475,0.0380827314510834,0.0366666666666667,212.9
"1696",21700466,"CLE","CHI",71.88,33.33,2,227,35333,561,0.177938279711096,0.118333333333333,213.8
"1697",21700467,"PHI","TOR",46.67,72.41,2,223,23405,434,0.0242941562705187,0.05,221.5
"1698",21700468,"BOS","NYK",76.47,53.33,3,195,28997,683,0.0991464215364412,0.0866666666666667,208.5
"1699",21700469,"PHX","MEM",33.33,29.03,0,192,7440,424,0.0242941562705187,0.03,203.2
"1700",21700470,"SAS","UTA",68.75,43.75,1,189,15488,480,0.0551543007222587,0.0666666666666667,206.8
"1701",21700471,"NYK","DET",54.84,54.84,2,205,19992,647,0.0525279054497702,0.0466666666666667,208.3
"1702",21700472,"NOP","ORL",48.39,34.38,2,208,10010,415,0.0282337491792515,0.0383333333333333,215.1
"1703",21700473,"BKN","WAS",36.67,54.84,2,203,8098,495,0.0282337491792515,0.0266666666666667,213.2
"1704",21700474,"DAL","MIA",28.12,51.61,1,214,5535,486,0.13263296126067,0.1,205.7
"1705",21700475,"HOU","LAC",83.33,40,1,246,21211,553,0.0505581089954038,0.0633333333333333,221.4
"1706",21700476,"MIL","CHA",55.17,35.48,2,213,10492,381,0.0203545633617859,0.03,214.7
"1707",21700477,"ATL","OKC",22.58,51.61,2,237,19046,431,0.0577806959947472,0.06,211.3
"1709",21700479,"GSW","LAL",80.65,37.93,3,219,39405,730,0.213394615889691,0.215,221.6
"1711",21700481,"MIL","CHA",56.67,34.38,1,217,16160,381,0.0203545633617859,0.03,214.7
"1712",21700482,"BKN","IND",38.71,56.25,1,242,13047,478,0.0400525279054498,0.0316666666666667,212.2
"1713",21700483,"ORL","WAS",33.33,53.12,2,233,5054,433,0.0275771503611294,0.0383333333333333,210
"1714",21700484,"ATL","DAL",21.88,27.27,0,219,6087,442,0.0400525279054498,0.0416666666666667,205.7
"1715",21700485,"BOS","CHI",74.29,32.26,2,209,19233,538,0.179908076165463,0.12,206.9
"1716",21700486,"NOP","MIA",50,53.12,3,203,5605,457,0.113591595535128,0.09,215.1
"1717",21700487,"LAC","MEM",41.94,28.12,0,227,4668,463,0.0374261326329613,0.0366666666666667,208.3
"1718",21700488,"OKC","UTA",53.12,45.45,2,192,17068,443,0.0551543007222587,0.0533333333333333,212
"1719",21700489,"DEN","GSW",53.12,81.25,3,177,24208,561,0.0847012475377544,0.106666666666667,223.5
"1721",21700491,"LAL","POR",36.67,50,0,187,19648,594,0.156927117531188,0.14,213.7
"1722",21700492,"SAC","SAS",35.48,66.67,1,207,10052,499,0.0590938936309915,0.07,201.6
"1724",21700494,"CLE","GSW",72.73,78.79,5,191,89246,639,0.129349967170059,0.145,224.4
"1725",21700495,"BOS","WAS",75,54.55,4,214,47365,479,0.0689428759028234,0.0666666666666667,210.6
"1726",21700496,"HOU","OKC",80.65,54.55,3,219,44524,518,0.072225869993434,0.0833333333333333,220.3
"1727",21700497,"LAL","MIN",35.48,60.61,2,225,25110,575,0.152987524622456,0.135,217.6
"1728",21700498,"IND","DET",57.58,56.25,2,190,11416,426,0.0341431385423506,0.0316666666666667,209.4
"1729",21700499,"DAL","TOR",26.47,74.19,2,191,14768,483,0.0439921208141825,0.0483333333333333,214
"1730",21700500,"MIA","ORL",51.52,32.35,1,196,7451,464,0.120814182534471,0.101666666666667,206.8
"1731",21700501,"CHI","MIL",31.25,54.84,1,221,15693,460,0.130006565988181,0.0816666666666667,209.4
"1732",21700502,"BKN","SAS",37.5,67.65,1,206,13188,532,0.0656598818122127,0.0683333333333333,209.3
"1733",21700503,"DEN","UTA",54.55,44.12,0,190,5881,423,0.0203545633617859,0.025,214.1
"1734",21700504,"PHX","MEM",34.29,30.3,0,196,7942,424,0.0242941562705187,0.03,203.2
"1735",21700505,"LAC","SAC",40.62,34.38,0,217,6563,497,0.0374261326329613,0.0366666666666667,207.9
"1736",21700506,"BOS","CHA",72.97,36.36,3,193,23644,459,0.0702560735390676,0.0683333333333333,212.2
"1737",21700507,"DAL","IND",28.57,55.88,0,192,9880,438,0.0512147078135259,0.0416666666666667,207.9
"1738",21700508,"ATL","WAS",24.24,55.88,2,212,8842,431,0.0203545633617859,0.0316666666666667,210
"1739",21700509,"CHI","NYK",33.33,51.52,1,179,14804,707,0.160866710439921,0.1,207.4
"1740",21700510,"DEN","MIN",55.88,61.76,2,253,15584,406,0.0242941562705187,0.0266666666666667,219.5
"1741",21700511,"NOP","BKN",51.52,36.36,2,241,4081,477,0.0288903479973736,0.0266666666666667,218.3
"1742",21700512,"OKC","TOR",55.88,71.88,4,231,22732,472,0.06172028890348,0.0666666666666667,219.6
"1743",21700513,"CLE","SAC",70.59,33.33,2,204,23747,520,0.0689428759028234,0.0666666666666667,209.8
"1744",21700514,"GSW","UTA",79.41,42.86,3,227,19664,580,0.0801050558108995,0.105,217.6
"1745",21700515,"LAL","MEM",34.38,29.41,0,208,14746,577,0.152987524622456,0.136666666666667,207.4
"1747",21700517,"BOS","HOU",73.68,78.12,3,197,45715,553,0.0840446487196323,0.095,216.4
"1748",21700518,"MIL","MIN",53.12,62.86,3,198,12900,383,0.0210111621799081,0.0283333333333333,216
"1749",21700519,"NYK","SAS",50,68.57,2,226,16745,685,0.0873276428102429,0.0883333333333333,207.2
"1752",21700522,"ATL","TOR",26.47,69.7,2,209,9298,459,0.0249507550886408,0.0433333333333333,215.1
"1753",21700523,"MIA","BKN",52.94,35.29,1,198,4848,526,0.121470781352594,0.09,210
"1757",21700527,"PHX","SAC",36.11,35.29,0,212,6699,458,0.0242941562705187,0.03,202.8
"1760",21700530,"SAS","DET",69.44,55.88,2,172,16760,480,0.0597504924491136,0.0683333333333333,206.5
"1761",21700531,"MIA","ORL",51.43,33.33,1,228,8904,464,0.120814182534471,0.101666666666667,206.8
"1762",21700532,"NOP","NYK",51.43,48.57,3,208,19809,630,0.0505581089954038,0.0466666666666667,216.2
"1763",21700533,"ATL","POR",25.71,52.94,1,193,5735,432,0.0262639527248851,0.0366666666666667,209
"1764",21700534,"CLE","UTA",68.57,41.67,2,205,32933,501,0.0650032829940906,0.0633333333333333,215
"1766",21700536,"DEN","PHI",54.29,44.12,1,209,16071,386,0.0223243598161523,0.0383333333333333,219.8
"1767",21700537,"CHI","WAS",37.14,55.56,2,224,15693,503,0.130663164806303,0.08,209.5
"1769",21700539,"BOS","BKN",74.36,37.14,2,213,19244,530,0.077478660538411,0.0666666666666667,210.6
"1771",21700541,"DAL","OKC",32.43,55.56,2,229,19651,455,0.0768220617202889,0.065,210.2
"1772",21700542,"LAC","CHA",44.12,37.14,1,204,4798,459,0.0367695338148391,0.0366666666666667,217.2
"1773",21700543,"SAC","MEM",34.29,30.56,0,210,2524,446,0.0236375574523966,0.03,198.2
"1774",21700544,"PHI","PHX",45.71,37.84,1,233,16230,402,0.0223243598161523,0.04,213.7
"1775",21700545,"BKN","ORL",36.11,32.43,0,193,10250,484,0.036112934996717,0.0383333333333333,210
"1776",21700546,"MIL","TOR",55.88,70.59,3,258,25818,429,0.0236375574523966,0.04,218.2
"1777",21700547,"CHI","POR",36.11,51.43,0,244,14862,504,0.136572554169402,0.085,208.5
"1778",21700548,"LAL","MIN",31.43,62.16,2,210,17353,575,0.152987524622456,0.135,217.6
"1779",21700549,"CLE","POR",66.67,52.78,3,237,63352,503,0.0728824688115561,0.07,216.5
"1780",21700550,"NYK","SAS",50,67.57,2,191,26410,685,0.0873276428102429,0.0883333333333333,207.2
"1781",21700551,"ATL","PHX",27.78,36.84,0,207,10454,427,0.0229809586342745,0.0333333333333333,207.3
"1782",21700552,"SAC","CHA",33.33,36.11,1,242,5875,442,0.0229809586342745,0.03,207.1
"1784",21700554,"HOU","ORL",74.29,31.58,0,214,12188,507,0.0426789231779383,0.0666666666666667,215.8
"1786",21700556,"NYK","WAS",48.65,56.76,3,224,9909,648,0.0499015101772817,0.0466666666666667,211.1
"1787",21700557,"MIN","BKN",63.16,37.84,2,195,11213,477,0.0302035456336179,0.0266666666666667,216.1
"1788",21700558,"MIA","DET",52.78,57.14,2,215,6013,474,0.115561391989494,0.09,207.2
"1790",21700560,"CHI","TOR",35.14,71.43,2,239,6898,531,0.135259356533158,0.0916666666666667,214.6
"1793",21700563,"DEN","PHX",52.78,38.46,0,245,3584,420,0.0249507550886408,0.0283333333333333,213.9
"1794",21700564,"NOP","UTA",50,43.24,2,206,6301,425,0.0183847669074196,0.025,215.8
"1795",21700565,"LAL","OKC",30.56,54.05,2,229,20989,593,0.188443860801051,0.163333333333333,216
"1796",21700566,"GSW","HOU",78.95,75,3,238,51488,655,0.0971766250820748,0.135,225.9
"1798",21700568,"MIA","NYK",54.05,47.37,2,210,19749,679,0.143138542350624,0.11,207.9
"1799",21700569,"PHI","DET",48.65,55.56,2,192,18295,405,0.0223243598161523,0.0383333333333333,213.6
"1800",21700570,"BOS","MIN",75.61,61.54,4,175,34924,461,0.0709126723571898,0.0666666666666667,213.5
"1802",21700572,"CHI","DAL",34.21,33.33,0,251,10941,514,0.150361129349967,0.09,205.2
"1803",21700573,"PHX","SAS",37.5,66.67,1,192,10812,477,0.0597504924491136,0.07,206.6
"1805",21700575,"MEM","WAS",31.58,57.89,2,202,8088,428,0.0216677609980302,0.0283333333333333,205.9
"1806",21700576,"ATL","POR",27.03,51.35,1,199,4831,432,0.0262639527248851,0.0366666666666667,209
